pl_name,pl_rade,pl_bmasse,pl_orbper,pl_orbsmax,pl_orbeccen,st_teff,st_mass,st_rad,disc_year,discoverymethod,sy_dist
HD 2039 b,12.7,1999.1507,1120.0,2.2,0.71,5945.0,1.23,1.19,2002.0,Radial Velocity,85.6922
HAT-P-8 b,15.6926,406.8224,3.07634,0.04496,0.0,6200.0,1.27,1.57,2008.0,Transit,211.553
K2-43 b,4.51,18.5,3.471149,0.03784,0.07,3840.6,0.571,0.542,2016.0,Transit,182.536
Kepler-1753 b,2.22678077,5.59,16.00460052,0.1179,0.0,5180.0,0.86,0.769,2021.0,Transit,707.688
Kepler-1176 b,2.45,6.57,24.1738579,0.1589,0.0,5844.0,1.01,1.02,2016.0,Transit,864.699
K2-126 b,1.97,4.54,7.385655,0.0656,0.06,4339.0,0.69,0.65,2017.0,Transit,102.953
Kepler-1263 b,1.14,1.55,4.55139967,0.0499,0.0,5213.0,0.84,0.8,2016.0,Transit,664.83
Kepler-1416 b,0.88,0.615,1.49514952,0.0257,0.0,6019.0,1.09,1.15,2016.0,Transit,949.59
Kepler-1542 c,0.65,0.208,2.89223021,0.0387,0.0,5564.0,0.94,0.99,2016.0,Transit,399.114
K2-85 b,1.4,3.2,0.68453862616,0.013,0.24,4232.0,0.7,0.71,2016.0,Transit,97.2179
Kepler-368 c,3.88,14.3,72.379334,0.36,0.0,5502.0,1.165,2.019,2014.0,Transit,770.978
K2-123 b,2.76,8.05,30.951524,0.1649,0.06,4035.0,0.62,0.59,2017.0,Transit,161.555
Kepler-770 b,2.3,5.9,18.92540274,0.1694,0.0,5598.0,0.94,0.92,2016.0,Transit,930.457
Kepler-1399 b,1.25,2.1,1.638653058,0.0276,0.0,5735.0,0.97,0.96,2016.0,Transit,1385.7
Kepler-723 b,12.19,,4.082275068,0.0479,0.0,5539.0,0.92,0.89,2016.0,Transit,1071.8
K2-107 b,15.98,266.9772,3.313959,0.0475,0.0,6061.0,1.3,1.81,2017.0,Transit,685.2
K2-45 b,6.71,36.4,1.7292684,0.0224,0.1,4103.0,0.503,0.445,2016.0,Transit,495.317
K2-365 b,2.906,8.78,23.448172,,,5561.0,0.823,1.051,2022.0,Transit,187.222
K2-127 b,8.37,52.9,3.588163,0.0411,0.12,4575.0,0.72,0.66,2017.0,Transit,709.999
K2-195 b,3.13,9.96,15.852975,0.1208,,5713.0,0.94,0.99,2018.0,Transit,315.014
K2-80 c,1.47,2.76,5.605,0.0596,,5441.0,0.9,0.87,2016.0,Transit,200.802
K2-229 c,2.03,7.0,8.32727,0.0769,0.0,5315.0,0.87,0.79,2018.0,Transit,102.564
HAT-P-3 b,10.53646,206.5895,2.8997,0.03866,0.0,5185.0,1.06,0.87,2007.0,Transit,134.554
WASP-32 b,10.76064,835.8929,2.71866,0.0394,0.0,6140.0,0.72,0.95,2010.0,Transit,275.994
WASP-24 b,15.46842,394.1092,2.34121,0.03651,0.0,6075.0,1.43,1.42,2010.0,Transit,322.114
Kepler-65 c,2.58,5.4,5.859944,0.068,0.02,6211.0,1.25,1.41,2012.0,Transit,303.728
TrES-2 b,15.24424,473.5667,2.47063,0.03568,0.0,5850.0,1.36,1.12,2006.0,Transit,215.32
Kepler-939 b,1.75,3.71,14.878296,0.1153,0.0,5471.0,0.88,0.85,2016.0,Transit,2093.62
Kepler-1028 b,1.33,2.33,2.51462432,0.0354,0.0,5522.0,0.9,0.87,2016.0,Transit,607.916
HAT-P-67 b,23.9872187,143.02278315,4.8101069,0.06505,0.0,6640.0,1.73,2.62,2017.0,Transit,371.686
Kepler-1101 b,2.47,6.66,81.3151059,0.3483,0.0,5614.0,0.94,0.91,2016.0,Transit,742.473
Kepler-1388 b,2.59,7.22,12.2854603,0.0882,0.0,4098.0,0.63,0.61,2016.0,Transit,453.795
Kepler-768 b,1.79,3.86,11.3910025,0.092,0.0,5108.0,0.82,0.78,2016.0,Transit,784.56
Kepler-796 b,1.3,2.24,6.40087618,0.07317,0.0,5475.0,0.93,1.09,2016.0,Transit,817.584
Kepler-110 b,1.83,4.01,12.691112,0.107,0.0,5960.0,0.989,1.149,2014.0,Transit,586.531
Kepler-1042 b,2.19,5.43,10.13202575,0.0756,0.0,4815.0,0.75,0.72,2016.0,Transit,659.0
Kepler-334 c,1.43,2.63,12.758005,0.107,0.0,5828.0,1.022,1.068,2014.0,Transit,426.59
Kepler-937 b,3.72,13.4,67.668827,0.3214,0.0,6095.0,1.15,1.22,2016.0,Transit,1571.46
Kepler-1117 b,1.11,1.41,4.79028459,0.05485,0.0,5612.0,0.95,0.93,2016.0,Transit,568.487
Kepler-1789 b,2.83137505,8.4,80.23190308,0.3543,0.0,5436.0,0.92,0.888,2021.0,Transit,611.461
Kepler-1831 b,1.97019818,4.54,5.78387022,0.0655,0.0,6063.0,1.117,1.012,2021.0,Transit,1053.49
Kepler-1245 b,1.44,2.67,4.35409304,0.0484,0.0,5306.0,0.86,0.83,2016.0,Transit,805.936
Kepler-114 b,1.26,1.09,5.188549,0.053,0.0,4605.0,0.77,0.667,2014.0,Transit,259.533
Kepler-1105 b,2.01,4.7,4.421572182,0.0471,0.0,4299.0,0.71,0.68,2016.0,Transit,318.004
Kepler-187 b,1.41,2.57,4.938864,0.059,0.0,6105.0,1.081,1.287,2014.0,Transit,1143.0
Kepler-1379 b,1.3,2.24,0.881841146,0.0171,0.0,5188.0,0.83,0.79,2016.0,Transit,971.325
Kepler-304 c,2.17,5.35,5.315946,0.054,0.0,4731.0,0.737,0.687,2014.0,Transit,434.684
Kepler-1291 b,1.66,3.39,8.63043276,0.0779,0.0,5216.0,0.84,0.8,2016.0,Transit,897.352
Kepler-304 e,1.2,1.87,1.499146953,0.02317,0.0,4817.0,0.8,0.73,2016.0,Transit,434.684
Kepler-461 b,2.58,7.18,8.313783059,0.07895,0.0,5634.0,0.98,0.91,2016.0,Transit,692.158
Kepler-1894 b,1.20117759,1.87,2.762660027,0.0385,0.0,5772.0,0.999,0.901,2021.0,Transit,935.191
Kepler-576 b,3.27,10.7,29.91136794,0.179,0.0,5672.0,0.99,0.97,2016.0,Transit,617.55
Kepler-1893 b,1.70557445,3.55,4.179369926,0.0504,0.0,5633.0,0.973,1.162,2021.0,Transit,1050.72
Kepler-1601 b,0.82,0.477,2.20921951,0.03281,0.0,5869.0,1.04,1.07,2016.0,Transit,644.456
Kepler-1922 b,2.29064904,5.86,13.22259998,0.1077,0.0,5931.0,0.953,0.863,2021.0,Transit,1344.29
HD 80653 b,1.621,5.61,0.71957926,0.01657,0.0,5959.0,1.15,1.199,2020.0,Transit,109.86
Kepler-1542 d,0.87,0.59,5.99273738,0.0629,0.0,5564.0,0.94,0.99,2016.0,Transit,399.114
Kepler-666 b,2.4,6.35,4.49876092,0.0542,0.0,5887.0,1.03,1.05,2016.0,Transit,1508.71
Kepler-211 c,1.29,18.3,6.04045,0.062,0.0,5123.0,0.867,0.816,2014.0,Transit,309.353
Kepler-203 c,2.47,749.9,5.370647,0.061,0.0,5821.0,1.06,1.114,2014.0,Transit,703.302
GJ 674 b,3.33,11.09,4.6938,0.039,0.2,3600.0,0.35,0.36463,2007.0,Radial Velocity,4.54896
OGLE-TR-182 b,12.666,320.995,3.9791,0.051,0.0,5924.0,1.14,1.14,2007.0,Transit,2501.75
HD 69830 c,3.46,11.8,31.56,0.186,0.13,5385.0,0.86,0.886947,2006.0,Radial Velocity,12.5591
GJ 3021 b,13.1,1071.04,133.71,0.49,0.511,5540.0,0.9,0.9,2000.0,Radial Velocity,17.5559
HD 221287 b,13.1,982.05,456.1,1.25,0.08,6304.0,1.25,1.13864,2007.0,Radial Velocity,55.9231
HD 47536 b,12.6,2330.0,712.13,1.93,0.2,4380.0,2.1,23.47,2002.0,Radial Velocity,122.536
HD 107148 b,9.6,66.741,48.056,0.269,0.05,5797.0,1.12,1.169193,2005.0,Radial Velocity,49.4156
HD 179949 b,13.9,291.12,3.092514,0.0443,0.022,6168.0,1.21,1.266865,2000.0,Radial Velocity,27.4573
HD 188015 b,13.6,476.72,461.2,1.203,0.137,5746.0,1.09,1.125296,2004.0,Radial Velocity,50.6706
HD 27442 b,13.5,495.8,428.1,1.271,0.06,4846.0,1.23,3.18,2000.0,Radial Velocity,18.2704
HD 46375 b,10.0,71.8,3.023573,0.0398,0.063,5285.0,0.92,0.914196,2000.0,Radial Velocity,29.5529
HAT-P-2 b,10.659759,2866.81223114,5.6335158,0.06814,0.5172,6380.0,1.33,1.39,2007.0,Transit,127.774
HD 109749 b,11.1,85.8141,5.239891,0.0615,0.0,5824.0,1.13,1.22,2005.0,Radial Velocity,63.0821
HD 149143 b,13.6,422.7139,4.07182,0.053,0.0167,5856.0,1.2,1.44,2005.0,Radial Velocity,73.2801
HD 224693 b,14.0,222.481,26.6904,0.191,0.104,5894.0,1.31,1.93,2006.0,Radial Velocity,93.5015
HD 231701 b,13.7,359.1479,141.63,0.567,0.13,6101.0,1.21,1.53,2007.0,Radial Velocity,108.877
HIP 14810 b,13.0,1239.537,6.673892,0.0696,0.14399,5544.0,1.01,1.07,2005.0,Radial Velocity,50.48
HIP 14810 d,14.1,187.5197,981.8,1.94,0.185,5544.0,1.01,1.07,2009.0,Radial Velocity,50.48
HD 207832 b,14.2,177.9848,160.07,0.586,0.197,5726.0,1.05,0.89,2012.0,Radial Velocity,58.9291
HD 37605 c,13.1,1013.8777,2720.0,3.74,0.03,5329.0,0.94,0.91,2012.0,Radial Velocity,46.7864
HD 1605 c,13.0,1150.5446,2149.0,3.584,0.099,4915.0,1.33,3.49,2015.0,Radial Velocity,88.8047
HD 55696 b,12.9,1357.12729789,1827.0,3.18,0.705,6012.0,1.29,1.52,2018.0,Radial Velocity,77.9693
HD 148164 c,12.8,1640.0028,5062.0,6.15,0.125,6032.0,1.21,1.34,2018.0,Radial Velocity,77.1971
HD 211810 b,14.0,212.9461,1558.0,2.656,0.68,5652.0,1.03,1.13,2018.0,Radial Velocity,64.6353
HD 221416 b,9.17,60.5,14.2767,0.1228,0.115,5080.0,1.212,2.943,2019.0,Transit,95.5483
Kepler-595 c,1.009,3.3,12.38602,0.0983,0.0,5138.5,0.93,0.821,2020.0,Transit,643.009
Kepler-595 b,3.708,17.4,25.3029092,0.1582,0.0,5138.5,0.93,0.821,2016.0,Transit,643.009
PSR B1257+12 b,0.338,0.02,25.262,0.19,0.0,,1.4,,1994.0,Pulsar Timing,600.0
PSR B1257+12 c,1.91,4.3,66.5419,0.36,0.0186,,1.4,,1992.0,Pulsar Timing,600.0
OGLE-TR-211 b,15.244,327.351,3.67724,0.051,0.0,6325.0,1.33,1.64,2007.0,Transit,1515.26
Lupus-TR-3 b,9.976,257.431,3.91405,0.0464,0.0,5000.0,0.87,0.82,2007.0,Transit,773.409
2MASS J04414489+2301513 b,12.6,2383.6,,15.0,,2936.0,0.019,0.231916,2010.0,Imaging,120.42398696
WASP-21 b,11.99,95.345,4.322482,0.052,0.0,5800.0,1.01,1.06,2010.0,Transit,258.426
CoRoT-10 b,10.87,874.0,13.2406,0.1055,0.53,5075.0,0.89,0.79,2010.0,Transit,338.386
CoRoT-12 b,16.14,291.438,2.828042,0.04016,0.07,5675.0,1.078,1.116,2010.0,Transit,1126.37
CoRoT-13 b,9.92,415.704,4.03519,0.051,0.0,5945.0,1.09,1.01,2010.0,Transit,1148.93
HD 285968 b,2.83,8.4,8.7836,0.066,0.0,3703.49,0.5,0.478214,2008.0,Radial Velocity,9.47045
HD 205739 b,13.6,435.41,279.8,0.896,0.27,6176.0,1.22,1.33,2008.0,Radial Velocity,92.5087
CoRoT-3 b,11.32,6883.91,4.2568,0.05783,0.0,6740.0,1.37,1.56,2008.0,Transit,768.771
HD 16417 b,5.0,22.1,17.24,0.14,0.2,5841.0,1.2,1.639984,2008.0,Radial Velocity,25.3936
AB Pic b,12.3,4290.5,,260.0,,5285.0,0.9,0.999394,2005.0,Imaging,50.0475
CT Cha b,24.66,5403.0,,440.0,,4403.0,,1.679694,2007.0,Imaging,190.72
HD 9446 b,14.0,222.472,30.052,0.189,0.2,5793.0,1.0,1.0,2009.0,Radial Velocity,50.3503
Kepler-4 b,4.002,24.472,3.21346,0.0456,0.0,5857.0,1.223,1.487,2009.0,Transit,487.916
GJ 876 c,14.0,226.9846,30.0881,0.12959,0.25591,3293.74,0.32,0.3,2000.0,Radial Velocity,4.67517
HIP 79431 b,13.4,667.415,111.7,0.36,0.29,3191.0,0.49,0.478625,2009.0,Radial Velocity,14.5324
TOI-907.01,9.6158851,67.0,4.5849129,0.055225481,,6272.0,1.069357,2.059789,2024.0,Transit,312.529
WASP-31 b,17.363,151.916,3.4059096,0.04659,0.0,6302.0,1.163,1.252,2010.0,Transit,383.829
24 Sex b,13.4,632.46,452.8,1.333,0.09,5098.0,1.54,4.9,2010.0,Radial Velocity,72.0691
WASP-37 b,13.002,572.07,3.577469,0.0446,0.0,5800.0,0.925,1.003,2010.0,Transit,392.791
Kepler-9 d,1.64,8.41466053,1.592851,0.0273,0.0,5777.0,1.07,1.02,2010.0,Transit,628.257
KOI-217 b,12.442,,3.90512,0.0477,0.0,5545.0,0.95,0.86,2010.0,Transit,914.699
HD 90156 b,4.43,17.98,49.77,0.25,0.31,5599.0,0.84,0.920286,2011.0,Radial Velocity,21.9496
HD 177830 c,7.87,47.6725,110.9,0.5137,0.3,4949.0,1.47,2.62,2010.0,Radial Velocity,62.7674
ups And b,14.0,218.531,4.617033,0.05922166,0.0215,6156.77,1.3,1.56,1996.0,Radial Velocity,13.4054
ups And d,12.5,3257.74117175,1276.46,2.51329,0.2987,6156.77,1.3,1.56,1999.0,Radial Velocity,13.4054
OGLE-2017-BLG-0373L b,14.0,127.0,,2.424,,,0.248,,2018.0,Microlensing,5915.0
Kepler-1737 b,5.395,25.1,64.61750031,0.297,0.0,5043.0,0.834,0.881,2021.0,Transit,
K2-269 b,1.57,3.09,4.144965,0.0531,,6209.0,1.16,1.45,2018.0,Transit,360.76
TOI-1249 b,3.2710301,11.9,13.079151,0.109,0.0,5497.0,1.0062,0.9785,2024.0,Transit,139.49
Kepler-106 d,0.95,8.1,23.9802,0.16063,0.0,5858.0,1.0,1.04,2014.0,Transit,444.322
Kepler-1031 b,0.87,0.59,1.22621732,0.0218,0.0,6011.0,1.09,1.12,2016.0,Transit,682.882
CD-35 2722 B b,13.9,292.40213444,171.11,0.2,0.27,1800.0,0.035,0.159,2026.0,Radial Velocity,
Kepler-948 b,1.85,4.08,7.76846622,0.0749,0.0,5679.0,0.96,0.94,2016.0,Transit,868.017
OGLE-2014-BLG-0319L b,14.1,181.16219199,,3.49,,,0.52,,2022.0,Microlensing,7730.0
OGLE-2018-BLG-1011L b,13.5,570.0,,1.8,,,0.18,,2019.0,Microlensing,7100.0
WASP-61 b,15.80469,851.7844,3.8559,0.0521,0.0,6250.0,1.82,1.55,2012.0,Transit,488.66
KMT-2022-BLG-0303L b,14.2,163.04597279,,4.81,,,0.368,,2024.0,Microlensing,6570.0
OGLE-2019-BLG-0954L b,12.3,4513.1633794,,2.65,,,0.8,,2021.0,Microlensing,3630.0
WASP-123 b,15.13212395,285.72917,2.97764359,0.04263,0.0,5740.0,1.166,1.285,2016.0,Transit,197.996
Kepler-1882 b,1.48674404,2.81,13.78730011,0.11636,0.0,5691.0,1.068,1.458,2021.0,Transit,443.371
KOI-984 b,4.3,17.1,4.2881785,0.0504,0.12,5295.0,0.928,0.818,2022.0,Transit,252.667
Kepler-1573 b,1.2,1.87,2.6157554,0.0364,0.0,5808.0,1.01,1.0,2016.0,Transit,1455.36
Kepler-802 b,3.54,12.3,40.0587473,0.2265,0.0,5507.0,0.93,0.9,2016.0,Transit,780.585
KMT-2023-BLG-1454L b,14.1,200.23189641,,1.18,,,0.17,,2024.0,Microlensing,7220.0
Kepler-1440 b,1.26,2.13,39.859484,0.23431,0.0,5698.0,0.98,0.96,2016.0,Transit,1115.35
WASP-130 b,9.97601,390.9309,11.55098,0.1012,0.0,5625.0,1.04,0.96,2016.0,Transit,172.256
OGLE-2017-BLG-1049L b,12.8,1760.0,,3.92,,,0.55,,2020.0,Microlensing,5670.0
Kepler-949 b,2.91,8.8,8.689307296,0.07739,0.0,5403.0,0.89,0.86,2016.0,Transit,486.105
Kepler-1964 b,1.7810587,3.83,2.440829992,0.0322,0.0,4803.0,0.752,0.698,2021.0,Transit,
KMT-2023-BLG-1592L b,14.1,184.34047606,,3.9,,,0.55,,2026.0,Microlensing,7200.0
OGLE-2019-BLG-0362L b,13.1,1036.12060682,,2.18,,,0.42,,2022.0,Microlensing,5830.0
KMT-2017-BLG-1057L b,5.19,23.5,,2.36,,,0.57,,2024.0,Microlensing,6500.0
KMT-2025-BLG-1616L b,7.34,42.32,,1.6,,,0.26,,2026.0,Microlensing,7500.0
Wolf 327 b,1.24,2.53,0.5734745,0.01,0.0,3542.0,0.405,0.406,2024.0,Transit,28.5321
Kepler-62 f,1.41,35.0,267.291,0.718,0.0,4925.0,0.69,0.64,2013.0,Transit,300.874
WASP-53 c,,5196.5205,2840.0,3.73,0.8369,4953.0,0.839,0.798,2017.0,Radial Velocity,201.338
KMT-2023-BLG-1743L b,12.1,6356.56814,,1.16,,,0.11,,2024.0,Microlensing,7130.0
TOI-5789 c,2.86,5.0,12.927748,0.1009,0.067,5185.0,0.821,0.833,2026.0,Transit,20.4581
MOA-2019-BLG-008L b,12.2,5720.911326,,,,,0.9,,2022.0,Microlensing,2700.0
OGLE-2016-BLG-1598L b,13.6,120.77479466,,2.5,,,0.55,,2024.0,Microlensing,5910.0
OGLE-2017-BLG-1275L b,12.8,1875.1876013,,2.09,,,0.63,,2024.0,Microlensing,7690.0
HATS-44 b,11.960003,177.9848,2.7439004,0.03649,0.279,5080.0,0.86,0.847,2018.0,Transit,446.035
HD 160691 b,,1366.6621501,645.0,1.5,0.0505,5773.0,1.13,1.33,2000.0,Radial Velocity,15.5981
Kepler-132 b,1.21,1.92,6.178196,0.067,0.0,6003.0,0.929,1.178,2014.0,Transit,349.549
KMT-2021-BLG-0192L b,6.56,34.96112477,,1.62,,,0.27,,2022.0,Microlensing,5120.0
Kepler-49 b,2.579,9.77,7.2,0.05929,0.0,4095.6,0.607,0.618,2012.0,Transit,311.222
KMT-2016-BLG-2364L b,13.0,1250.0,,2.63,,,0.5,,2020.0,Microlensing,6440.0
Kepler-218 c,3.14,10.0,44.699576,0.248,0.0,5502.0,1.019,1.063,2014.0,Transit,656.38
GJ 328 c,4.91,21.4,241.8,0.657,,3897.0,0.65,0.63,2023.0,Radial Velocity,20.5266
K2-212 b,2.65,7.51,9.795647,0.0785,,4349.0,0.622,0.678,2018.0,Transit,109.218
KMT-2022-BLG-1818L c,13.2,114.41822652,,12.6,,,0.79,,2026.0,Microlensing,5300.0
Qatar-8 b,14.403565,117.91493,3.71495,0.0474,0.0,5738.0,1.029,1.315,2019.0,Transit,281.498
KMT-2018-BLG-0885L b,11.9,9217.023803,,1.07,,,0.29,,2023.0,Microlensing,6890.0
KMT-2016-BLG-2321L b,13.8,301.93698665,,3.58,,,0.73,,2024.0,Microlensing,3580.0
Kepler-74 b,10.76,200.22,7.340711,0.0781,0.0,6000.0,1.18,1.12,2013.0,Transit,1177.55
OGLE-2017-BLG-0482L b,2.95,9.0,,1.8,,,0.2,,2018.0,Microlensing,5800.0
PSR B0329+54 b,1.22,1.97,10140.0,10.26,0.236,,1.44,,2017.0,Pulsar Timing,504.93312058
K2-140 b,13.56286665,295.58041851,6.569188,0.068,0.0,5585.0,0.96,1.06,2017.0,Transit,347.917
HD 184010 c,11.8,95.3485221,484.3,1.334,0.0,4971.0,1.35,4.86,2022.0,Radial Velocity,60.7993
EPIC 201595106 b,1.565,7.67,0.87724,0.0177,0.0,5679.0,0.958,0.98,2021.0,Transit,232.1
TOI-1203 e,7.31,42.1,204.59,,0.152,5737.0,0.886,1.179,2025.0,Radial Velocity,64.9943
Kepler-1503 b,2.27,5.77,96.16987,0.3771,0.0,5069.0,0.77,0.74,2016.0,Transit,1225.57
Kepler-1781 b,2.38091029,6.26,4.88752985,0.0574,0.0,5568.0,1.053,0.957,2021.0,Transit,962.63
Kepler-57 c,2.196,6.86,11.6,0.09588,0.0725,5187.9,0.859,0.826,2012.0,Transit,644.14
Kepler-1124 b,1.28,2.18,2.852348975,0.0305,0.0,3658.0,0.35,0.34,2016.0,Transit,289.899
Kepler-1581 b,0.8,0.437,6.28385491,0.06865,0.0,6022.0,1.12,1.23,2016.0,Transit,493.175
K2-136 c,3.0,18.1,17.30723,0.1185,0.047,4500.0,0.742,0.677,2017.0,Transit,59.2474
HD 39091 b,12.3,4481.3805387,2088.8,3.28,0.642,5998.0,1.07,1.17,2001.0,Radial Velocity,18.2702
LHS 1815 b,1.088,1.58,3.814334,0.0404,0.0,3643.0,0.502,0.501,2020.0,Transit,29.8424
Kepler-464 b,3.3,10.9,7.256965224,0.07931,0.0,5933.0,1.21,1.59,2016.0,Transit,667.604
Kepler-1580 b,2.11,5.1,56.6449279,0.33571,0.0,6228.0,1.47,2.15,2016.0,Transit,1002.02
Kepler-198 d,1.53,2.96,1.31184443,0.02342,0.0,5636.0,0.97,0.93,2016.0,Transit,495.358
HD 50554 b,12.8,1859.29618095,1240.0,2.339,0.482,6050.0,1.1,1.02,2002.0,Radial Velocity,31.1664
HD 73267 c,12.8,1630.77755632,17071.78045,12.688,0.089,5387.0,0.93,0.909,2022.0,Radial Velocity,50.4093
Kepler-580 b,2.57,7.13,8.222419656,0.0683,0.0,4298.0,0.67,0.64,2016.0,Transit,323.899
KOI-12 b,13.78707,349.613,17.855182,0.154,0.34,6635.0,1.5,1.4,2015.0,Transit,399.398
Kepler-637 b,4.75,20.2,23.20584623,0.16619,0.0,6096.0,1.64,2.56,2016.0,Transit,786.091
HD 29985 b,12.8,1739.47487151,20608.14049,13.39,0.261,4678.0,0.75,0.574666,2022.0,Radial Velocity,31.2707
HD 165155 b,13.2,918.5287,434.5,1.13,0.2,5426.0,1.02,0.95,2016.0,Radial Velocity,63.3574
HD 22946 d,2.607,26.57,47.42489,0.2958,,6169.0,1.098,1.117,2023.0,Transit,62.7792
Kepler-1697 b,1.25954761,2.12,33.4969,0.2008,0.0,4681.53,0.747,0.772344,2020.0,Transit,247.771
Kepler-674 b,1.69,3.5,2.243381847,0.028,0.0,4192.0,0.6,0.57,2016.0,Transit,342.254
Kepler-873 b,3.75,13.5,20.5533844,0.1542,0.0,6163.0,1.18,1.27,2016.0,Transit,1182.22
Kepler-783 b,0.78,0.399,4.29264638,0.04958,0.0,5521.0,0.93,0.89,2016.0,Transit,516.09
HD 31527 c,3.85,14.16,51.2053,0.2663,0.04,5898.0,0.96,1.073694,2019.0,Radial Velocity,38.4473
Kepler-1955 b,1.16654878,1.69,14.26519966,0.11959,0.0,5825.0,1.049,1.291,2021.0,Transit,449.351
Kepler-1684 b,2.87084792,8.6,47.7055,0.2253,0.0,4706.54,0.75,0.666755,2020.0,Transit,621.996
Kepler-322 c,1.67,3.43,4.337234,0.051,0.0,5388.0,0.908,0.89,2014.0,Transit,400.48
Qatar-5 b,12.408363,1373.0256,2.8792319,0.04127,0.0,5747.0,1.128,1.076,2017.0,Transit,367.658
Kepler-399 c,1.43,2.63,26.67569,0.155,0.0,5502.0,0.902,0.68,2014.0,Transit,740.537
DMPP-2 c,8.26,51.79,3.168,0.04789,0.28,6500.0,1.41,1.78,2026.0,Radial Velocity,137.94
TOI-1062 b,2.265,10.15,4.11296,0.052,0.177,5328.0,0.94,0.84,2021.0,Transit,82.1733
TOI-1759 b,3.14,10.8,18.85019,0.1177,0.0,4065.0,0.606,0.597,2022.0,Transit,40.0654
TOI-2285 b,1.77,19.5,13.635109,0.1363,0.3,3491.0,0.454,0.464,2021.0,Transit,42.409
Kepler-546 b,7.0,39.1,4.147020258,0.0502,0.0,5967.0,1.11,1.15,2016.0,Transit,1019.65
Kepler-682 b,7.37,42.6,12.611906672,0.1058,0.0,5559.0,0.92,0.89,2016.0,Transit,1979.25
TOI-220 b,3.03,13.8,10.695264,0.08911,0.032,5298.0,0.825,0.858,2021.0,Transit,90.7402
TOI-5624 f,3.66,13.0,45.37,0.2366,0.0,5327.0,0.858,0.82,2026.0,Transit Timing Variations,101.913
Kepler-242 b,2.61,7.32,8.20395,0.075,0.0,5020.0,0.748,0.85,2014.0,Transit,600.241
Kepler-258 b,4.06,15.5,13.19722,0.103,0.0,4942.0,0.82,0.915,2014.0,Transit,575.988
TOI-4898 b,3.7197954,13.4,2.76520470167,,,4201.57,0.619077,0.639344,2026.0,Transit,98.5958
Kepler-1292 b,1.82,3.97,3.27646405,0.0443,0.0,5556.0,0.95,0.93,2016.0,Transit,1493.43
HD 128717 b,12.1,6293.0024586,3420.0,4.85,0.85,6210.0,1.212,1.248,2025.0,Astrometry,73.636
TOI-3278 b,13.89913607,95.3485221,3.246456,0.043,0.0,5720.0,1.04,1.39,2026.0,Transit,904.752
Kepler-103 b,3.4857,11.67,15.9653287,0.133,0.171,6047.0,1.212,1.492,2014.0,Transit,494.832
TOI-4492 b,11.78063872,1881.54416944,4.4331824,0.0535,,5711.0,1.067,1.222,2026.0,Transit,143.184
pi Men d,3.72,13.38,124.64,0.506,0.22,5998.0,1.07,1.19,2022.0,Radial Velocity,18.2702
Kepler-1058 b,2.72,7.85,110.96546,0.3679,0.0,4644.0,0.73,0.69,2016.0,Transit,491.997
Kepler-160 b,1.715,3.59,4.309397,0.05511,0.0,5471.0,1.003,1.118,2014.0,Transit,937.013
Kepler-1365 b,0.92,0.721,7.69993485,0.07839,0.0,5770.0,1.0,1.05,2016.0,Transit,840.128
Kepler-346 c,3.07,9.64,23.851549,0.168,0.0,6033.0,0.943,1.021,2014.0,Transit,984.105
Kepler-1489 b,1.77,3.78,82.294751,0.3679,0.0,5655.0,0.93,0.9,2016.0,Transit,1283.05
Kepler-1126 b,1.73,3.64,108.593329,0.41251,0.0,5798.0,0.92,0.93,2016.0,Transit,635.736
Kepler-1914 b,2.9429803,8.97,30.82789993,0.1954,0.0,5982.0,1.047,0.96,2021.0,Transit,1621.56
HATS-43 b,13.22662,82.95363,4.3888497,0.04944,0.173,5099.0,0.837,0.812,2018.0,Transit,362.273
Kepler-685 b,10.58,78.8,1.6255222,0.0265,0.0,5963.0,1.11,1.16,2016.0,Transit,938.715
Kepler-1303 b,1.42,2.6,7.56127224,0.0751,0.0,5771.0,1.01,1.0,2016.0,Transit,897.783
Kepler-1016 b,2.18,5.39,1.954524342,0.03044,0.0,5821.0,0.99,1.0,2016.0,Transit,1402.82
HIP 54373 c,3.57,12.44,15.144,0.099,0.2,4021.0,0.57,0.564998,2019.0,Radial Velocity,18.7168
L 363-38 b,2.0,4.67,8.781,0.048,,3129.0,0.21,0.274,2023.0,Radial Velocity,10.2295
HAT-P-46 b,14.392,156.684,4.463129,0.0577,0.123,6120.0,1.284,1.396,2014.0,Transit,290.736
K2-396 c,3.124,9.93,25.76051,,,5236.0,0.954,0.92,2022.0,Transit,274.864
TOI-1107 b,14.57167491,1064.72516345,4.0782387,0.0561,0.025,6311.0,1.35,1.81,2022.0,Transit,281.314
KOI-319 c,11.9,8803.8468739,80.099,,0.032,5880.0,1.325,2.064,2014.0,Transit Timing Variations,660.138
Kepler-1992 b,0.91,0.693,15.6112238,0.1169,0.0,5383.0,0.874,0.842,2023.0,Transit,532.955
Kepler-134 b,2.0,4.66,5.317429,0.06,0.0,5983.0,0.956,1.176,2014.0,Transit,334.797
TOI-912 b,1.93,5.1,4.6780691,0.041,0.58,3572.0,0.418,0.419,2025.0,Transit,26.1072
TOI-913 b,2.4528,6.59,11.098644,,,4969.0,0.82,0.7325,2023.0,Transit,65.1769
TOI-1105 b,3.05823658,9.58,10.86818410933,,,4678.46,0.74,0.755833,2026.0,Transit,79.5225
