pl_name,pl_rade,pl_bmasse,pl_orbper,pl_orbsmax,pl_orbeccen,st_teff,st_mass,st_rad,disc_year,discoverymethod,sy_dist
WASP-192 b,13.78707,731.009,2.8786765,0.0408,0.0,5910.0,1.09,1.32,2019.0,Transit,508.885
Kepler-184 b,2.36,6.17,10.687576,0.092,0.0,5788.0,0.872,0.873,2014.0,Transit,610.326
Kepler-1744 b,3.76754004,13.6,37.10110092,0.20945,0.0,5986.0,0.886,0.85,2021.0,Transit,1091.63
Kepler-1107 b,1.34,2.36,0.571038518,0.01285,0.0,5268.0,0.86,0.82,2016.0,Transit,428.798
Kepler-40 b,13.11,699.2,6.87349,0.08,0.0,6510.0,1.48,2.13,2010.0,Transit,2305.01
TOI-908 b,3.186,16.137,3.183792,0.041657,0.132,5626.0,0.95,1.028,2023.0,Transit,175.748
Kepler-851 b,1.68,3.46,8.50699658,0.0802,0.0,5455.0,0.89,0.85,2016.0,Transit,839.255
HD 99492 c,4.42,17.9,95.233,,0.063,4929.0,0.85,0.822539,2023.0,Radial Velocity,18.2038
G 264-012 c,1.76,3.75,8.0518,0.0525,,3326.0,0.297,0.305,2021.0,Radial Velocity,16.009
Kepler-827 b,5.63,27.0,51.92927591,0.2742,0.0,5602.0,0.93,0.91,2016.0,Transit,2046.68
Kepler-228 c,2.7,7.75,4.134444,0.052,0.0,6043.0,1.006,1.014,2014.0,Transit,1644.61
K2-346 b,2.26,5.73,26.201446,,,4801.0,0.71,0.7,2021.0,Transit,105.58
Kepler-77 b,10.761,136.661,3.57878087,0.04501,0.0,5520.0,0.95,0.99,2013.0,Transit,639.411
Kepler-1509 b,1.85,4.08,25.4338197,0.1707,0.0,5780.0,1.0,0.99,2016.0,Transit,2002.96
GJ 581 b,4.79,20.5,5.3686,0.0399,0.0342,3500.0,0.295,0.302,2005.0,Radial Velocity,6.2981
K2-403 b,5.333,24.6,33.589979,,,5511.0,0.784,0.886,2022.0,Transit,246.599
HD 43691 b,13.2,810.4665,36.9987,0.238,0.0796,6093.0,1.32,1.6,2007.0,Radial Velocity,85.6009
Kepler-1574 b,1.29,2.21,6.9424334,0.0743,0.0,5892.0,1.06,1.08,2016.0,Transit,1384.16
Kepler-238 f,2.0,13.5,50.447,0.28635,0.0,5800.0,1.06,0.96,2013.0,Transit,1798.75
K2-253 b,12.67,,4.00167,0.0506,,6027.0,1.08,1.1,2018.0,Transit,876.565
Kepler-1290 b,1.42,2.6,4.69500134,0.0557,0.0,5660.0,0.95,0.93,2016.0,Transit,1593.7
Kepler-68 d,13.9,267.0,632.62,1.469,0.102,5847.0,1.057,1.2564,2013.0,Radial Velocity,144.166
Kepler-218 b,1.48,2.79,3.619337,0.046,0.0,5502.0,1.019,1.063,2014.0,Transit,656.38
Kepler-645 b,2.1,5.06,3.275822621,0.04541,0.0,6170.0,1.13,1.21,2016.0,Transit,1173.57
TOI-1450 A b,1.13,1.258,2.0439274,,,3437.0,0.48,0.483,2024.0,Transit,22.4467
HD 206610 b,13.4,647.10188,673.2,1.74,0.1,4842.0,1.55,6.12,2009.0,Radial Velocity,147.192
Kepler-99 b,1.48,6.15,4.60358,0.05071,0.0,4782.0,0.79,0.73,2014.0,Transit,208.369
Kepler-1010 b,2.32,5.99,34.2685705,0.193,0.0,5253.0,0.86,0.82,2016.0,Transit,579.273
Kepler-687 b,3.52,12.2,20.50586978,0.1326,0.0,4841.0,0.77,0.73,2016.0,Transit,633.66
Kepler-1855 b,1.216205,1.96,0.727330983,0.0115,0.0,3460.0,0.385,0.356,2021.0,Transit,
UCAC4 328-061594 b,12.1,6674.396547,,19000.0,,,1.19,,2024.0,Imaging,39.9089
Kepler-1363 b,1.25,2.1,2.94194094,0.0363,0.0,4839.0,0.76,0.72,2016.0,Transit,541.714
Kepler-296 b,1.61,3.22,10.864384,0.079,0.33,3740.0,0.498,0.48,2014.0,Transit,167.0
BD+48 738 b,13.9,289.2253,392.6,1.0,0.2,4414.0,0.74,11.0,2011.0,Radial Velocity,871.493
HR 8799 c,13.0,3000.0,69000.0,38.0,0.5,7204.58,1.5,1.49338,2008.0,Imaging,41.2441
Kepler-1773 b,3.50469499,12.1,40.80970001,0.24831,0.0,6183.0,1.241,1.3,2021.0,Transit,681.255
Kepler-989 b,2.21,5.52,7.964315352,0.0734,0.0,5074.0,0.82,0.78,2016.0,Transit,491.978
Kepler-1508 b,1.33,2.33,20.7056504,0.1629,0.0,6158.0,1.14,1.22,2016.0,Transit,1260.28
TOI-7041 b,11.43316031,114.41822652,9.691,,0.04,4700.0,1.07,4.1,2025.0,Transit,439.52
K2-37 c,2.41,6.39,6.42966,0.06534,,5352.0,0.84,0.809,2016.0,Transit,179.943
2MASS J19383260+4603591 b,13.4,603.877,406.0,0.92,0.33,29564.0,0.48,0.203,2015.0,Eclipse Timing Variations,396.332
TOI-1260 b,2.41,8.56,3.127463,0.0367,0.0,4227.0,0.679,0.672,2021.0,Transit,73.5977
HIP 39330 b,13.5,530.77343969,4650.0,5.05,0.078,5748.0,0.96,1.02786,2026.0,Radial Velocity,36.3958
Kepler-52 c,1.84,45.4,16.3850021,0.10379,0.012,4075.0,0.54,0.52,2012.0,Transit,321.542
Kepler-1637 b,0.89,0.64,6.10960324,0.0596,0.0,5789.0,1.02,1.02,2016.0,Transit,567.187
Kepler-1990 b,3.27,10.7,1.73513619,0.0286,0.0,5751.0,1.028,1.071,2023.0,Transit,392.739
TOI-1749 c,2.12,14.0,4.4929,0.0443,0.019,3985.0,0.58,0.55,2021.0,Transit,99.5561
GJ 9714 b,12.5,2988.54051102,19240.75467,12.319,0.155,4263.0,0.67,0.662662,2022.0,Radial Velocity,20.5121
Kepler-312 b,1.29,2.21,1.772419,0.031,0.0,6115.0,1.314,1.467,2014.0,Transit,797.72
Kepler-1671 b,1.32557381,2.32,4.16787,0.04946,0.0,5135.55,0.866,0.929771,2020.0,Transit,357.059
Kepler-466 b,2.85,8.5,51.07926307,0.26769,0.0,5927.0,1.04,1.05,2016.0,Transit,530.122
UZ For c,,2447.2,1916.25,2.8,0.05,5286.9,0.7,,2011.0,Eclipse Timing Variations,239.60387482
HD 63765 b,14.2,168.4499,358.0,0.94,0.24,5449.0,0.65,0.83,2011.0,Radial Velocity,32.5376
TOI-7008 b,4.94735276,21.7,0.84069041367,,,5116.06,0.88,0.95255,2026.0,Transit,410.467
Kepler-1038 c,1.4162338,2.59,7.127659798,0.0692,0.0,5159.0,0.868,0.821,2021.0,Transit,584.136
TOI-3877 b,11.67975789,99.7981198,4.123596,0.0529,0.22,5731.0,1.16,1.445,2025.0,Transit,493.77
Kepler-1699 b,1.56671124,3.08,3.49082,0.0418,0.0,5575.53,0.81,0.725,2020.0,Transit,818.759
HD 143105 b,13.7,384.5743,2.1974,0.0379,0.07,6380.0,1.51,1.647304,2016.0,Radial Velocity,46.7789
HD 191939 e,13.0,112.2,101.12,0.407,0.031,5348.0,0.81,0.94,2022.0,Radial Velocity,53.6089
Kepler-1569 b,1.68,3.46,5.79180156,0.06669,0.0,6319.0,1.25,1.4,2016.0,Transit,945.454
Kepler-859 b,3.09,9.75,20.38177573,0.13157,0.0,5020.0,0.81,0.77,2016.0,Transit,839.903
HD 83443 b,14.1,127.76701961,2.985628,0.0406,0.012,5442.0,1.0,0.94,2002.0,Radial Velocity,40.8991
Kepler-106 b,0.82,5.3,6.16486,0.06491,0.0,5858.0,1.0,1.04,2014.0,Transit,444.322
Kepler-834 b,2.02,4.74,13.32388301,0.0862,0.0,4554.0,0.7,0.66,2016.0,Transit,633.937
K2-249 b,2.79,8.2,12.409,0.1151,,6504.0,1.32,1.57,2018.0,Transit,521.716
Kepler-454 c,12.9,1433.40611557,524.19,1.287,0.0053,5687.0,1.03,1.066,2015.0,Radial Velocity,230.869
HD 33283 b,12.5,104.56607,18.1991,0.1508,0.399,5935.0,1.38,1.97,2006.0,Radial Velocity,89.8623
Kepler-169 e,2.2,5.48,13.767102,0.105,0.0,4997.0,0.825,0.763,2014.0,Transit,406.529
GJ 536 b,2.41,6.37,8.70874,0.0668,0.0,3641.0,0.528,0.529,2016.0,Radial Velocity,10.4092
Kepler-37 e,0.37,8.1,51.196,0.25,0.0,5288.0,0.8,0.772,2014.0,Transit,63.9207
Kepler-37 b,0.3098,0.79,13.36702,0.1019,0.098,5357.0,0.79,0.789,2013.0,Transit,63.9207
TOI-2236 b,14.36991326,502.16888306,3.5315902,0.05009,0.0,6248.0,1.343,1.573,2022.0,Transit,355.59
HD 159868 c,14.0,244.09344,351.0,1.032,0.184,5534.0,1.19,2.13,2012.0,Radial Velocity,55.8503
Kepler-1665 b,2.83910787,8.44,11.9548,0.096,0.0,5049.84,0.842,0.777785,2020.0,Transit,335.515
HIP 111909 b,13.7,384.57237247,487.08,1.32,,4891.0,1.28,4.53,2025.0,Radial Velocity,88.077
Kepler-1125 b,1.84,4.04,17.6700642,0.1348,0.0,5683.0,0.95,0.94,2016.0,Transit,2011.41
Kepler-384 b,1.12,1.46,22.597053,0.148,0.0,5577.0,0.882,0.882,2014.0,Transit,895.678
HD 37605 b,13.2,854.9627,55.01292,0.277,0.6745,5329.0,0.94,0.91,2004.0,Radial Velocity,46.7864
Kepler-1618 b,1.26,2.13,6.10826019,0.07109,0.0,6620.0,1.41,1.65,2016.0,Transit,1229.25
Kepler-352 d,0.80628032,0.449,6.887279987,0.06574,0.0,5208.0,0.796,0.772,2021.0,Transit,252.733
K2-148 c,1.73,3.64,6.9226,0.0616,,4079.0,0.65,0.632,2018.0,Transit,124.458
NGTS-9 b,11.99363,921.707,4.43527,0.058,0.06,6330.0,1.34,1.38,2019.0,Transit,609.128
Kepler-584 b,4.21,16.5,35.1810304,0.2281,0.0,6195.0,1.17,1.24,2016.0,Transit,1848.84
Kepler-92 b,3.51,64.3,13.749,0.12232,0.17,5883.0,1.21,1.7,2013.0,Transit,477.992
TOI-277 b,2.65,7.51,3.994,0.0269,,4031.0,0.16,0.362,2022.0,Transit,64.6692
EPIC 212297394 b,1.48,2.79,2.289363,,,5171.0,0.83,0.8,2019.0,Transit,418.395
TIC 67686059 b,2.59125922,7.23,3.52163529551,,,5090.09,0.86,0.820458,2026.0,Transit,249.203
K2-270 b,1.38,2.48,1.543069,0.0247,,4877.0,0.85,0.77,2018.0,Transit,280.518
TIC 160113658 b,3.49015778,12.0,6.72952262077,,,4817.31,0.76,0.789834,2026.0,Transit,200.156
Kepler-533 b,3.38,11.4,28.51120525,0.16704,0.0,4758.0,0.78,0.72,2016.0,Transit,302.955
VHS J125601.92-125723.9 b,13.67495645,5085.254512,5800000.0,350.0,0.68,2620.0,0.07,,2015.0,Imaging,12.7
HD 23079 c,2.8,8.26,5.748913,,0.097,5994.0,1.16,1.08,2025.0,Radial Velocity,33.4591
Kepler-55 e,1.55,3.02,4.617534,0.048,0.0,4503.0,0.631,0.619,2014.0,Transit,578.796
GJ 887 b,1.8,3.9,9.2619,0.0683,0.14,3688.0,0.495,0.468,2020.0,Radial Velocity,3.28679
Kepler-1467 b,3.3,10.9,47.0569043,0.2388,0.0,5332.0,0.86,0.82,2016.0,Transit,852.888
Kepler-199 c,3.25,10.6,67.093408,0.316,0.0,5644.0,0.96,0.967,2014.0,Transit,521.054
HD 222076 b,13.5,495.8148,871.0,1.83,0.08,4806.0,1.07,4.1,2016.0,Radial Velocity,91.1538
Kepler-282 b,1.01,1.01,9.220524,0.082,0.0,5602.0,0.86,0.904,2014.0,Transit,1337.61
K2-388 b,3.9,14.5,6.33932,,,5310.0,0.93,0.91,2022.0,Transit,290.495
TOI-1224 b,2.104,5.08,4.1782745,0.0355,,3326.0,0.4,0.404,2024.0,Transit,37.3312
Kepler-623 b,3.01,9.32,9.07097734,0.0854,0.0,5443.0,0.9,0.86,2016.0,Transit,737.702
WASP-176 b,16.869545,271.74465,3.899052,0.0535,0.0,5941.0,1.345,1.925,2020.0,Transit,568.42
Kepler-363 d,2.05,4.86,11.932125,0.107,0.0,5593.0,1.226,1.485,2014.0,Transit,762.596
HD 4917 b,13.5,513.29545,400.5,1.167,0.066,4802.0,1.32,5.01,2018.0,Radial Velocity,204.277
KOBE-1 c,3.56,12.4,29.671,0.16071,0.0,4135.0,0.629,0.619,2025.0,Radial Velocity,23.9718
Kepler-970 b,2.609,7.31,16.736525,0.139,0.34,4290.0,0.67,0.71,2016.0,Transit,331.545
HAT-P-70 b,20.96083,2154.8874,2.74432452,0.04739,0.0,8450.0,1.89,1.858,2019.0,Transit,330.739
Kepler-943 b,5.93,29.5,49.7701438,0.2559,0.0,5612.0,0.93,0.91,2016.0,Transit,2300.53
Kepler-10 b,1.47,3.24,0.8374907,0.01685,0.0,5708.0,0.91,1.065,2011.0,Transit,185.506
Kepler-271 d,0.66,0.219,5.24972541,0.05554,0.0,5555.0,0.9,0.87,2016.0,Transit,404.542
TOI-1233.01,2.539,6.98,14.175685,0.1074,0.055,5660.0,0.869,0.877,2021.0,Transit,64.5978
HD 221585 b,13.5,511.7063,1173.0,2.306,0.123,5620.0,1.19,1.850575,2016.0,Radial Velocity,55.8535
TIC 18942729 b,2.00021315,4.66,0.99817838064,,,4360.11,0.652,0.825257,2026.0,Transit,115.169
HD 22496 b,2.22,5.57,5.09071,0.051,,4385.0,0.684,0.674,2021.0,Radial Velocity,13.5956
Kepler-1640 b,4.82,20.7,7.5844126,0.0836,0.0,6324.0,1.27,1.43,2016.0,Transit,1859.78
Kepler-589 c,1.11727238,1.45,3.52466011,0.0426,0.0,5372.0,0.832,0.916,2021.0,Transit,612.803
Kepler-647 b,1.17,1.71,16.2254649,0.12237,0.0,6020.0,1.03,1.07,2016.0,Transit,1087.87
Gaia-1 b,13.77583728,533.95172376,3.052524,0.04047,,5470.0,0.949,0.952,2022.0,Transit,363.66
Kepler-1527 b,4.77,20.4,160.129918,0.6276,0.0,6224.0,1.21,1.32,2016.0,Transit,1842.13
Kepler-1980 b,2.21,5.52,33.0257179,0.2049,0.0,5819.0,1.049,0.99,2023.0,Transit,1709.4
TOI-122 b,2.72,7.85,5.07803,0.0392,0.0,3403.0,0.312,0.334,2020.0,Transit,62.118
HATS-52 b,15.490838,711.9392,1.36665436,0.02498,0.246,6010.0,1.111,1.046,2017.0,Transit,555.134
Kepler-250 d,2.18,5.39,17.648312,0.127,0.0,5160.0,0.806,0.805,2014.0,Transit,760.585
Kepler-1298 b,1.31,2.27,7.12811928,0.0814,0.0,6339.0,1.45,2.0,2016.0,Transit,544.163
Kepler-1361 b,0.86,0.566,3.57554956,0.04304,0.0,5131.0,0.83,0.79,2016.0,Transit,389.143
Kepler-619 b,3.16,10.1,5.404272197,0.06014,0.0,5980.0,1.09,1.11,2016.0,Transit,900.678
K2-99 b,11.88151954,276.51071409,18.24783,0.153,0.22,6069.0,1.44,2.55,2016.0,Transit,519.229
TOI-532 b,5.82,61.5,2.3266508,0.0296,0.0,3927.0,0.639,0.612,2021.0,Transit,135.047
HD 210277 b,13.6,410.0007,442.19,1.13,0.48,5538.0,1.01,1.07,1998.0,Radial Velocity,21.2985
Kepler-178 b,2.9,8.75,9.576694,0.085,0.0,5676.0,0.852,1.066,2014.0,Transit,716.025
Kepler-1604 b,1.41,2.57,0.683684256,0.01406,0.0,4976.0,0.81,0.76,2016.0,Transit,541.189
Kepler-984 b,2.12,5.14,43.0342272,0.23688,0.0,5610.0,0.96,0.93,2016.0,Transit,460.188
HD 13724 c,8.18,50.85254512,142.22895,0.534,0.651,5835.31,1.004,1.04198,2022.0,Radial Velocity,43.465
Kepler-1286 b,2.15,5.27,11.25402929,0.0991,0.0,5753.0,1.0,0.98,2016.0,Transit,1354.46
Kepler-318 b,4.71,19.9,4.662715,0.056,0.0,5746.0,1.073,1.189,2014.0,Transit,489.141
Kepler-732 b,2.18,5.39,9.467814048,0.0691,0.0,3631.0,0.49,0.46,2016.0,Transit,174.826
HIP 109600 b,13.2,851.7844,232.08,0.706,0.163,5530.0,0.87,0.971958,2016.0,Radial Velocity,66.3361
Kepler-407 b,1.19,1.93,0.6693124,0.01531,0.0,5487.0,0.99,1.04,2014.0,Transit,338.368
GJ 1148 c,9.71,68.06,532.58,0.912,0.342,3287.0,0.344045,0.358519,2017.0,Radial Velocity,11.0143
Kepler-897 b,2.39,6.3,8.0472642,0.077,0.0,5839.0,1.03,1.04,2016.0,Transit,1519.25
Kepler-435 b,22.31,266.97,8.6001536,0.0948,0.114,6161.0,1.538,3.21,2015.0,Transit,1418.77
HD 184010 d,14.3,143.02278315,836.4,1.92,0.0,4971.0,1.35,4.86,2022.0,Radial Velocity,60.7993
WASP-70 A b,13.047,187.512,3.7130203,0.04853,0.0,5763.0,1.106,1.215,2014.0,Transit,222.355
TOI-1798.01,2.448,6.5,8.021522331,0.074984,0.0,5165.0,0.87,0.78,2024.0,Transit,113.181
TOI-444 b,2.77,8.1,17.9636,0.133,,5225.0,0.96,0.779,2023.0,Transit,57.3973
TOI-2202 b,10.95117414,287.31687993,11.9126075,0.09564,0.022,5169.0,0.841,0.808,2021.0,Transit,235.933
TrES-1 b,12.66617,266.9772,3.03007,0.03925,0.0,5230.0,1.04,0.85,2004.0,Transit,159.658
Kepler-1052 c,2.3,5.9,180.921729,0.6135,0.0,5818.0,0.937,0.848,2023.0,Transit,943.444
Kepler-206 b,1.2,1.87,7.781987,0.078,0.0,5764.0,0.957,1.185,2014.0,Transit,594.447
Kepler-763 b,1.22,1.98,1.19655156,0.0205,0.0,5166.0,0.84,0.8,2016.0,Transit,962.459
Kepler-155 b,2.09,5.02,5.931194,0.056,0.0,4508.0,0.635,0.62,2014.0,Transit,293.499
ups And c,12.3,4443.24112986,241.258,0.827774,0.2596,6156.77,1.3,1.56,1999.0,Radial Velocity,13.4054
NGTS-34 b,3.65,19.1,43.12655,0.257,,6134.0,1.266,1.367,2025.0,Transit,120.475
K2-274 b,2.08,4.98,14.1330314,0.0964,,5044.0,0.79,0.7,2018.0,Transit,228.327
DH Tau b,30.2643,3496.0,,330.0,,4371.0,0.33,0.27,2004.0,Imaging,134.846
HD 200964 c,13.7,385.84562,852.5,1.96,0.243,4982.0,1.39,4.92,2010.0,Radial Velocity,72.5922
TOI-1011 b,1.45,4.04,2.470498,,0.0,5475.0,0.91,0.92,2025.0,Transit,52.62
Kepler-1583 b,0.6,0.156,9.32807355,0.08307,0.0,5645.0,0.94,0.91,2016.0,Transit,403.933
HATS-32 b,14.000041,292.4036,2.8126548,0.04024,0.471,5700.0,1.099,1.097,2016.0,Transit,745.116
ZTF J1828+2308 b,11.13051784,6356.56814,0.1120067,,,15900.0,0.61,0.0131,2025.0,Transit,201.827
Kepler-1876 b,0.853,2.4,6.99205,0.0758,0.098,6104.0,1.187,1.477,2021.0,Transit,259.935
TOI-6564 b,16.39873876,222.16205649,3.985413,0.0542,0.0,5943.0,1.18,1.7,2026.0,Transit,191.372
K2-219 c,1.43839723,2.66,6.66767,,,5753.0,1.021545,1.189232,2018.0,Transit,325.4
HD 37124 b,14.0,214.53525,154.378,0.53364,0.054,5698.64,0.85,0.949168,2002.0,Radial Velocity,31.6634
Kepler-881 b,1.78,3.82,4.44448017,0.0552,0.0,5961.0,1.06,1.09,2016.0,Transit,1375.18
TOI-333 b,4.26,20.1,3.7852503,0.049,0.0,6241.0,1.2,1.1,2025.0,Transit,352.269
Kepler-60 c,1.9,3.85,8.9187,0.08422,0.039,5905.0,1.041,1.257,2012.0,Transit,1025.1
Kepler-665 b,2.6,7.27,16.01310205,0.1148,0.0,4913.0,0.79,0.74,2016.0,Transit,612.838
Kepler-1848 b,1.4088539,2.57,5.604020119,0.05835,0.0,4847.0,0.756,0.737,2021.0,Transit,309.696
TOI-2096 c,1.914,4.32,6.38784,0.04,0.1,3300.0,0.231,0.235,2023.0,Transit,48.4809
Kepler-1698 b,1.07315686,1.25,1.2107,0.02065,0.0,4975.03,0.822,0.741698,2020.0,Transit,222.345
HIP 14810 c,13.6,416.3573,147.747,0.549,0.1566,5544.0,1.01,1.07,2006.0,Radial Velocity,50.48
HD 25463 c,1.36354953,4.3,3.04405,0.0443,0.0,6353.0,1.251,1.4182,2023.0,Transit,45.6181
Kepler-1869 c,0.74,0.33,1.716828304,0.028,0.0,5808.0,0.987,0.902,2023.0,Transit,113.025
Kepler-292 b,1.32,2.3,2.580827,0.035,0.0,5299.0,0.865,0.826,2014.0,Transit,1056.48
Kepler-33 b,1.74,3.68,5.66793,0.0677,0.0,5904.0,1.291,1.82,2011.0,Transit,1209.16
Kepler-601 b,1.9,4.27,5.378868441,0.05494,0.0,5160.0,0.85,0.79,2016.0,Transit,414.825
TOI-1347 b,1.8,11.1,0.84742346,0.0171,0.0,5464.0,0.913,0.83,2024.0,Transit,147.476
K2-417 b,3.31,699.2224954,6.535,0.063,,3861.0,0.569,0.5776,2023.0,Transit,94.0424
Kepler-1020 b,2.28,5.82,96.9151496,0.37594,0.0,5227.0,0.87,0.8,2016.0,Transit,415.358
Kepler-1346 b,1.58,3.12,3.40165668,0.044,0.0,6133.0,1.14,1.21,2016.0,Transit,843.701
TOI-1750 b,2.78943837,8.19,11.33727129656,,,4683.75,0.767,0.768675,2026.0,Transit,162.46
HD 180314 b,12.0,7216.92963775,394.73,1.448,0.247,4917.0,2.6,9.2,2010.0,Radial Velocity,122.362
Kepler-181 c,1.99,4.62,4.302149,0.049,0.0,5333.0,0.81,0.749,2014.0,Transit,609.283
Kepler-953 c,1.19,1.81,9.10967112,0.0862,0.0,5416.0,0.95,0.99,2016.0,Transit,258.893
TOI-1696 b,3.09,48.8,2.500311,0.0229,0.0,3185.0,0.255,0.2775,2022.0,Transit,64.9172
TIC 77552382 b,5.69176189,27.5,3.51025904942,,,4981.07,0.83,0.886956,2026.0,Transit,373.415
HD 96167 b,14.0,227.88411,498.04,1.332,0.685,5733.0,1.27,1.94,2009.0,Radial Velocity,85.3006
Kepler-1770 b,2.84141754,8.45,16.84189987,0.1261,0.0,5602.0,0.941,1.009,2021.0,Transit,582.942
Kepler-292 e,2.67,7.61,11.97901,0.097,0.0,5299.0,0.865,0.826,2014.0,Transit,1056.48
Kepler-154 b,2.26,5.73,33.040532,0.198,0.0,5690.0,0.933,1.001,2014.0,Transit,915.212
Kepler-1660 AB b,12.9,1586.59940774,239.5044,0.8,0.05541,6305.24,1.1366,1.491,2023.0,Eclipse Timing Variations,1188.54
Kepler-379 b,1.66,3.39,20.09838,0.152,0.0,6054.0,1.125,1.306,2014.0,Transit,731.274
HAT-P-33 b,20.73665,292.4036,3.47447,0.04995,0.0,6446.0,1.82,1.79,2011.0,Transit,396.11
Kepler-567 b,2.25,5.69,16.54297375,0.1229,0.0,5148.0,0.84,0.79,2016.0,Transit,558.81
KIC 8121913 b,13.4,667.4396547,3.294601,,,5975.3,1.456,2.233,2021.0,Orbital Brightness Modulation,707.303
K2-198 d,2.438,6.52,7.4500177,,,5212.9,0.799,0.757,2019.0,Transit,110.567
Kepler-176 e,1.45,0.52075,51.16579,0.25654,0.0,5295.0,0.87,0.83,2016.0,Transit,527.321
HD 109246 b,13.9,273.3338,68.27,0.33,0.12,5844.0,1.2,1.07,2010.0,Radial Velocity,67.8349
TOI-5489 c,1.28,2.18,4.92126,,,3547.0,0.41,0.42,2025.0,Transit,45.0907
K2-415 b,1.015,7.5,4.0179694,0.027,,3173.0,0.1635,0.1965,2023.0,Transit,21.8182
Kepler-800 b,2.85,8.5,14.13176026,0.1106,0.0,5315.0,0.85,0.82,2016.0,Transit,1019.26
Kepler-327 c,1.03,20.3,5.212333,0.047,0.0,3799.0,0.591913,0.492,2014.0,Transit,241.987
Kepler-28 c,1.857,2.06,8.99,0.07519,0.017,4499.3,0.684,0.664,2011.0,Transit,438.359
K2-271 b,7.28,41.8,8.562421,0.077,,5644.0,0.83,0.99,2018.0,Transit,564.454
KMT-2018-BLG-0748L b,9.01,60.0,,0.62,,,0.087,,2020.0,Microlensing,7300.0
KMT-2024-BLG-1870L b,13.8,336.89811142,,3.15,,,0.67,,2026.0,Microlensing,5480.0
KMT-2017-BLG-0849L b,2.41,6.39,,2.73,,,0.19,,2024.0,Microlensing,7220.0
Kepler-1418 b,1.66,3.39,22.4764425,0.131,0.0,4770.0,0.77,0.72,2016.0,Transit,499.0
OGLE-2016-BLG-0613L AB b,13.0,1330.0,,6.4,,,0.72,,2017.0,Microlensing,3410.0
TOI-1694 c,13.8,316.55709337,386.25,0.974,0.111,5005.0,0.828,0.812,2023.0,Radial Velocity,124.68
HD 9446 c,13.4,578.426,192.9,0.654,0.06,5793.0,1.0,1.0,2009.0,Radial Velocity,50.3503
MASCARA-4 b,16.98160576,532.36258173,2.8240932,0.0474,0.0,7800.0,1.75,1.79,2020.0,Transit,170.696
Kepler-1846 b,1.76378826,3.76,14.82009983,0.11054,0.0,4825.0,0.785,0.732,2021.0,Transit,374.615
HD 147873 b,12.8,1633.6462,116.596,0.522,0.207,5972.0,1.38,2.29,2016.0,Radial Velocity,109.055
Kepler-224 e,1.97,4.54,18.643577,0.124,0.0,5018.0,0.777,0.676,2014.0,Transit,782.088
Kepler-1670 b,3.3564801,11.2,20.4998,0.1528,0.0,5838.0,1.05,1.51889,2020.0,Transit,2065.98
Kepler-92 c,2.6,6.1,26.723,0.19054,0.04,5883.0,1.21,1.7,2013.0,Transit,477.992
Kepler-1799 b,4.12801189,15.9,11.9296999,0.1028,0.0,5831.0,1.016,0.921,2021.0,Transit,2254.69
KMT-2021-BLG-0736L b,4.86,21.0,,4.0,,,0.6,,2025.0,Microlensing,7000.0
PSR B1620-26 b,13.3,794.575,,23.0,,,1.35,,2003.0,Pulsar Timing,
TYC 8998-760-1 b,21.18497352,6928.6592726,,146.0,0.44,4573.0,1.0,1.02,2020.0,Imaging,94.6177
OGLE-2017-BLG-1434L b,1.94,4.43,,1.18,,,0.234,,2018.0,Microlensing,860.0
KMT-2019-BLG-2783L b,13.7,368.68095212,,1.85,,,0.34,,2023.0,Microlensing,5910.0
OGLE-2016-BLG-1093L b,14.0,225.65816897,,2.13,,,0.46,,2022.0,Microlensing,8120.0
MOA-2010-BLG-117L b,14.2,170.0,,2.42,,,0.58,,2018.0,Microlensing,3500.0
OGLE-2006-BLG-109L b,14.0,231.0,1788.5,2.3,,,0.51,,2008.0,Microlensing,1510.0
OGLE-2012-BLG-0406L b,13.2,868.0,,3.45,,,0.44,,2013.0,Microlensing,4970.0
Kepler-1265 b,1.35,2.39,6.49441289,0.0612,0.0,4630.0,0.71,0.69,2016.0,Transit,583.641
HD 332231 b,9.07303305,74.1,18.712024,0.145,0.0,6128.0,1.1642,1.266,2020.0,Transit,80.6665
HD 233604 b,12.7,2089.644,192.0,0.747,0.05,4791.0,1.5,10.9,2013.0,Radial Velocity,847.058
Kepler-1591 b,1.27,2.15,8.18504949,0.0794,0.0,6082.0,1.1,1.16,2016.0,Transit,1419.58
HD 22532 b,13.4,673.79622284,872.6,1.9,0.03,5038.0,1.57,5.69,2022.0,Radial Velocity,161.183
TOI-7189 b,10.9,159.04,2.89055,0.03294,0.0601,3775.0,0.612,0.591,2026.0,Transit,192.09
TOI-7265 B b,10.7,224.95,4.17232,0.04007,0.0372,3503.0,0.521,0.497,2026.0,Transit,143.97
KMT-2021-BLG-0322L b,12.7,2034.1018048,,,,,0.62,,2021.0,Microlensing,6600.0
MOA-2016-BLG-526L b,3.97,14.93793513,,2.07,,,0.37,,2024.0,Microlensing,6930.0
TOI-6695 c,13.6,460.85119015,242.4,0.838,0.022,6400.0,1.338,1.517,2025.0,Radial Velocity,282.536
Kepler-249 b,1.09,1.32,3.306539,0.035,0.0,3568.0,0.510238,0.482,2014.0,Transit,190.401
OGLE-2018-BLG-1185L b,2.83,8.4,,1.54,,,0.37,,2021.0,Microlensing,7400.0
